title,company,location,duration,post_date,deadline,field,url,page_number,description,match_probability_AI_engineering,match_probability_full_stack_development,match_probability_software_engineer,match_probability_software_developer,average_match_probability
Junior Program and Communications Manager,Youth for Development and Sustainable Goals,"Varna, Bulgaria",5 months,"12 Aug, 2023","1 Jun, 2025","Business Studies and/or Management Science, Communication and Information Sciences, Social Sciences",https://erasmusintern.org/traineeship/junior-program-and-communications-manager,55,"Provide support to program managers in planning, implementing, and monitoring programs or projects, ensuring they align with the NGO's mission and goals. Data Collection: Collect and maintain program-related data, including monitoring and evaluation information, to assess program effectiveness. Stakeholder Communication: Facilitate communication between program stakeholders, such as beneficiaries, partners, and donors, to ensure smooth program operation. Budgeting and Financial Management: Assist in managing program budgets, tracking expenditures, and ensuring that financial resources are used effectively. Reporting: Help in the preparation of program reports, including progress reports, impact assessments, and grant-specific reporting. Logistics and Coordination: Support logistics for program activities, including organizing meetings, workshops, and field visits, as well as coordinating with external vendors and partners. Research: Conduct research on program-related topics and best practices to inform program development and improvement. Content Creation: Create and update content for the NGO's website, social media platforms, newsletters, and other communication channels. This includes writing articles, blog posts, and press releases. Social Media Management: Assist in managing the NGO's social media accounts, posting updates, responding to comments, and developing social media strategies to engage the audience.",0.038438037,0.15962072,0.14784953,0.19138049,0.1343222
Teacher trainee,CEIP Virgen de Guadalupe School,"Murcia, Spain",2 months,"25 Feb, 2024","30 Apr, 2025",Education and/or Teacher Training,https://erasmusintern.org/traineeship/teacher-trainee-2,44,"3-6 YEARS OLD). We offer an advanced bilingual Spanish-English program for children in this age group: all lessons are taught in Spanish, except for one daily lesson, which is taught in English. Our English lessons focus on spoken language, play and songs, creating a positive atmosphere that encourages learning. Your duties will include: To teach English as a foreign language. To support and assist students and teachers. To converse in English with students and teachers. To take an active part in the planning and organisation of school activities. To help students manage their emotions and provide a safe emotional environment. We are a friendly, open-minded team working with curious and motivated students. We are keen to welcome a teacher trainee this academic year and can offer a two-month placement, to be scheduled between January and June (this period can be shorter if preferred). Erasmus+ grant is required.",0.088286504,0.14756584,0.1427173,0.15789613,0.13411644
Intership in law firm based Rome near vatican state,Studio Legale,"Rome, Italy",12 months,"18 Nov, 2017","2 Mar, 2025","Humanities, Law",https://erasmusintern.org/traineeship/intership-law-firm-based-rome-near-vatican-state,82,"Office administration secreterial activity Client care and communications Research on relevant laws and regulations sense of responsability compuer skills -   The intership takes place inside our office and /or outside,  such as judicial offices ,tribunals ,lawyers association's  offices, notary offices, banks,post offices,etc; - Working hours are from monday to friday from 9,45 to 13,45 in the morning , and  from 15,00 to 19,00  in the afternoom. - The internship is unpaid, financial compensation should be possibly acquired through the Erasmus Programme. - If you wish to apply for the position, please send your CV to the following email address: [email protected] Compensation: No financial compensation",0.15606607,0.031107327,0.19114432,0.156244,0.13364042
CREATIVE COMMUNICATION AND STAKEHOLDER ENGAGEMENT IN CULTURAL HERITAGE  (FRENCH / ENGLISH required),Mad'in Europe,"Brussels, Belgium",6 months,"18 Oct, 2024","28 Feb, 2025","Art and Design, Business Studies and/or Management Science, Communication and Information Sciences",https://erasmusintern.org/traineeship/creative-communication-and-stakeholder-engagement-cultural-heritage-french-english,29,"6 monthsCommitment: Full-timeBased in BrusselsAvailability to travel within Europe if needed Selection process: Only complete applications sent by email with motivation letter+cv  will be taken into account Description: Our mission : support European craftspeople in the digital transition, enhance European Cultural Heritage professions as an asset for European social cohesion, economic development Company short introduction.  Mad’in Europe is a small company based in Brussels supporting European professions in cultural Heritage (restoration-conservation, fine and traditional crafts) as an asset for European Economy, Culture and Identity.  Our aim is to use innovative tools and solutions to bring growth and to position these professions as a valid option and business opportunity for next generations. Our main actions are: Connect European professionals in fine/traditional crafts and restorers of cultural heritage with an international audience of private consumers, architects, retailers, designers, interior designers, historic houses owners, and other professionals. Raise awareness among the public about the value of crafts in culture, economy, and society. Support transmission of know-how, capacity building and mobility in the sector. Participate to European projects (Erasmus+, Horizon, Creative Europe, Interreg…) with other European partners to valorise the crafts sector, develop and disseminate best practices, and coach crafts professionals in the innovation, digital and environmental transition. Develop a large network of collaborations with other European stakeholders (New European Bauhaus, Historic Houses associations, Foundations, Architects, members of the World Crafts Council Europe and the Heritage Alliance 3.3, European, Commission) to develop synergies, merge resources and get fundings. Internship proposal.  The intern will work with Mad’in Europe’s manager, Madina Benvenuti. Interns are required to be fluent in English, multitask and to demonstrate personal commitment, creativity, curiosity and possess marketing knowledge and excellent communication skills. Writing skills are welcome as well as any previous experience with European projects. The internship  location is Brussels.  Student are invited to apply for Erasmus + programs to cover their mobility fees. Mad'in Europe will pay an additional ammout, to complete the one provided within the Erasmus program. Description of the tasks in which interns will be involved In order to accomplish its mission and scale-up from its actual size, Mad’in Europe develops partnership with other European stakeholders and applies for European funding. Students will work at the development and implementation of the portal and on the global growth strategy. According to his/her skills, interns will be involved in some of the following actions: Increase the number of European craftspeople on the portal. We precisely look for someone able to cover the Spanish market Generate traffic on the site through social media, newsletter and other communication actions. Develop partnership with European stakeholders and participate to European calls (ie Erasmus +, Creative Europe, Horizon, Interreg…) Elaborate and explore seed & early-stage funding opportunities (Angels, seed VC, Fundraising – Crowdfunding, new shareholders… Organisation of events related to the sector (webinars, workshops,) Research new business opportunities involving existing and new stakeholders. Benchmark best practices and tailor the marketing strategy to create added value for the company and for makers. Create communication tools: videos, leaflets, PP presentations… Enrich the content of the portal (writing articles, making interviews of craftsmen, collecting technical information on specific crafts…); Administration and office management SKILLS REQUIRED FROM TRAINEES European mindset Interest for the cultural Heritage Business Sector. Entrepreneurial mindset, organisation. Finance and Economics knowledge. Skills in communication, marketing & media. Writing skills (articles, presentations…); Autonomy, dynamism, creativity, team spirit, open-minded approach. Interest for a “micro business” company development. LANGUAGES REQUIREMENTS:  Perfect written and spoken English is mandatory . One other language among these : Italian, French and Spanish is a plus. EXPECTED RESULTS The trainee will define reasonable objectives according to his/her capacities, internship time and company priorities, will fix milestones and focus on their achievements. IT & AND COMPUTER SKILLS: Office Pack, Canva, Mailchimp, Facebook, Linkedin, Twitter, Pinterest, WordPress, Instagram. Compensation: Financial compensationOtherLink: https://madineurope.eu/",0.14148921,0.13029209,0.13683984,0.1254023,0.13350585
Community Manager,Erasmus@Cardiff,"Cardiff, United Kingdom",3 months,"2 Aug, 2024","1 May, 2025","Art and Design, Business Studies and/or Management Science, Languages and Philological Sciences",https://erasmusintern.org/traineeship/community-manager-54,34,"If you are ready to embark on a journey of cultural celebration and global connection, fill in this form: https://docs.google.com/forms/d/e/1FAIpQLSeLvvE4VzOANGPrbDatJaQQEOXXK2XGMG8owLAfKIW_4m5jFw/viewform?vc=0&c=0&w=1&flr=0",0.07411414,0.1697703,0.16356538,0.12558004,0.13325748
Language Teaching and Translation Internship,TOURBEL - Tourism & Business Languages Exchange,"Getxo, Spain",3 months,"1 Sep, 2023","16 Mar, 2025","Education and/or Teacher Training, Humanities, Languages and Philological Sciences",https://erasmusintern.org/traineeship/language-teaching-and-translation-internship-0,54,"Tourbel company offers translations and language teaching. We teach in a dynamic, practical way, focused on each client´s objectives. Tourbel has become one of the famous institutes of Spain for having language teaching programmes in a wide variety of destinations. Our students get the best language education while learning about the countries culture. We offer courses for all ages and levels, give speaking classes and do exam preparation.",0.112585895,0.05496852,0.2091974,0.15579648,0.13313708
Customer Service Management Intern 2025,Nordic Unique Travels Oy,"Rovaniemi, Finland",4 months,"20 Apr, 2023","20 May, 2025","Business Studies and/or Management Science, Communication and Information Sciences, Social Sciences",https://erasmusintern.org/traineeship/customer-service-management-intern-2025,60,"- Fluent in English, both spoken and written; - Proficiency in MS Office; - Good communication skills; - Good command in Spanish, French or Italian is a plus. Your responsibilities: - Reply incoming e-mails, proceed reservations and bookings; - Administrative work; - Customer service; - Maintain social media platforms; - Other work may be assigned as required. We offer: - Work in one of the most desired winter destinations in Europe - Rovaniemi; - Work in a dynamic, growing and international environment; - Professional experience. Note: We recommend you to apply for the Erasmus scholarship. If you are interested, please apply via this platform or send us both cover letter and CV (only in PDF) to [email protected] . We are looking forward to hearing from you! Website: https://nordictravels.eu/en/ www.facebook.com/www.nordictravels.eu/",0.13756567,0.112735435,0.1634742,0.11876087,0.13313405
Spanish Teacher Assistant,World Class Bcn,"Barcelona, Cataluna, Spain, Spain",4 months,"2 Oct, 2020","29 Apr, 2025","Education and/or Teacher Training, Languages and Philological Sciences",https://erasmusintern.org/traineeship/spanish-teacher-assistant-1,77,"Giving Spanish classes to small groups – basic level A1/A2 (from time to time) Preparing materials and activities for Spanish classes Attending and organising events that promote the Spanish-speaking culture. Running cultural workshops Supporting coordinator´s with administrative tasks REQUIREMENTS: • Bachelor’s or Master’s degree student or recent graduate in language studies (translation, interpreting, philology, etc.), that is eligible to perform internship within ERASMUS+ programme • Very good knowledge of Spanish SKILLS: Very good communication skills Creativity and enthusiasm Time management Teamwork Confidence and dedication COMPETENCES Language: English B2; Spanish at least B2 Experience (Not mandatory) IMPORTANT DATA Term: 3 to 6 months Time: any time of the year Working hours: 30 hours per week Start: flexible Schedule: To be agreed ABOUT US We are a young and very social language school located in the center of Barcelona. We're looking for an open, positive and creative person. We can't offer compensation but we can offer you a Spanish course during your stay. We are flexible about when you start and how long is your internship. Get to know us! www.worldclassbcn.com https://www.facebook.com/worldclassbcn/ Instagram: @worldclassbcn",0.08607965,0.10114252,0.17590764,0.16854179,0.1329179
"Legal Department,  Journalist and Content Creator, Marketing and Prospection Internship",atencioncliente.org,"Barcelona, Spain",3 months,"5 Feb, 2025","20 Mar, 2025","Business Studies and/or Management Science, Communication and Information Sciences, Law",https://erasmusintern.org/traineeship/legal-department-journalist-and-content-creator-marketing-and-prospection-internship,13,"•             Position Title: Legal Intern • Duration: [ recruitment during all the year , e.g., 1-12 months] Location: [ Barcelona or online /remote] Start Date: [Flexible] •             Working Days: [Monday to Friday] Responsibilities: As a Legal Intern, your primary responsibilities will include but are not limited to: 1.            Conducting legal research and drafting memos, briefs, and contracts. 2.            Assisting with case preparation and document review. 3.            Supporting compliance activities and regulatory filings. 4.            Attending meetings with the legal team and other stakeholders. 5.            Performing administrative tasks as needed. Qualifications: We selected you based on your demonstrated interest in legal studies, strong academic performance, and potential to contribute to our team. Please note that you are expected to adhere to the highest standards of confidentiality and professionalism during your internship. We are excited to have you join our team and look forward to supporting your professional development. How to Apply To apply, send your CV to [email protected] Internship Opportunity: Journalist and Content Creator Are you a passionate storyteller with a knack for engaging content? Do you dream of making an impact with your words and creativity? Join us as a Journalist and Content Creator Intern and gain hands-on experience in creating compelling stories, crafting engaging content, and shaping narratives that resonate. Duration: [ recruitment during all the year , e.g., 1-12 months] Location: [ Barcelona or online /remote] Start Date: [Flexible] What You’ll Do: •             Research, write, and edit articles, blogs, and feature stories. •             Conduct interviews with industry experts, thought leaders, and clients. •             Create engaging multimedia content, including videos, social media posts, and infographics. •             Collaborate with the editorial team to develop fresh ideas for content. •             Monitor trends to produce relevant and timely stories. •             Assist in proofreading and ensuring content aligns with brand tone and style guidelines. What We’re Looking For: •             Strong written and verbal communication skills. •             Creativity and a passion for storytelling. •             Education in journalism, communications, or a related field. •             Ability to work independently and meet deadlines. •             Knowledge of social media platforms and digital content trends is a plus. •             Basic familiarity with photo/video editing tools (e.g., Canva, Adobe Suite) is a bonus. Why Join Us? •             Gain real-world experience in content creation and journalism. •             Build your portfolio with published work. •             Learn from experienced professionals in the media and content industry. •             Flexible working hours (with opportunities for remote work). •             A supportive and creative environment where your ideas matter. How to Apply: If you’re excited about this opportunity, send us your: 1.            Resume. 2.            Writing samples or portfolio (if available). Email your application to [email protected] with the subject line “Journalist and Content Creator Internship Application.” We can’t wait to hear your story! Internship Opportunity: Marketing and Prospection Intern Are you a creative thinker with a passion for marketing and sales strategy? Do you enjoy identifying opportunities and building connections? Join us as a Marketing and Prospection Intern and develop hands-on skills in marketing campaigns, customer outreach, and lead generation while contributing to real business growth. Duration: [ recruitment during all the year , e.g., 1-12 months] Location: [ Barcelona or online /remote] Start Date: [Flexible] What You’ll Do: •             Assist in creating and executing marketing campaigns across multiple channels (email, social media, web). •             Conduct market research to identify potential clients, industries, and opportunities. •             Support the development of sales materials, presentations, and proposals. •             Generate leads through online research, outreach, and prospecting tools. •             Manage and update the customer relationship management (CRM) system. •             Monitor and analyze the performance of marketing initiatives and provide insights. •             Collaborate with the marketing and sales teams to brainstorm new strategies. What We’re Looking For: •             A strong interest in marketing, sales, or business development. •             Excellent communication and interpersonal skills. •             Strong analytical and research abilities. •             Creative problem-solving and a proactive attitude. •             Ability to work independently and as part of a team. Why Join Us? •             Gain practical experience in marketing, lead generation, and client engagement. •             Build a professional network and develop your career. •             Flexible working environment (with options for remote work). •             Mentorship and guidance from experienced professionals. •             Opportunity to contribute ideas and see them come to life. How to Apply: To apply, please send CV to [email protected] with the subject line “Marketing and Prospection Internship Application”: Step into the exciting world of marketing and sales with us. We look forward to hearing from you!",0.120554686,0.08064237,0.16231583,0.16702376,0.13263416
[N]Italian Sales Intern,Nordic Unique Travels Oy,"Rovaniemi, Finland",4 months,"20 Apr, 2023","20 May, 2025","Business Studies and/or Management Science, Communication and Information Sciences, Social Sciences",https://erasmusintern.org/traineeship/nitalian-sales-intern,60,"- Fluent in English and Italian, both spoken and written; - Proficiency in MS Office; - Good communication skills; - Any other language is a plus. Your responsibilities: - Assisting the sales team throughout the sales and booking process; - Communication with customers; - Communication with our partners and subcontractors. We offer: - Work in one of the most desired winter destinations in Europe - Rovaniemi; - Work in a dynamic, growing and international environment; - Professional experience. Note: We recommend you to apply for the Erasmus scholarship. If you are interested, please send us both cover letter and CV in PDF files to [email protected] . We are looking forward to hearing from you!",0.1646003,0.08799032,0.1632441,0.11263877,0.13211837
Erasmus Internship Microbiological and Moleculair Biological Analysts,ScientiQ Staffing BV,"Breda, Netherlands",6 months,"24 Oct, 2023","1 May, 2025","Agriculture Sciences, Medical Sciences, Natural Sciences",https://erasmusintern.org/traineeship/erasmus-internship-microbiological-and-moleculair-biological-analysts,51,"Microbiological Analyst - Breda Food & Water Sciences Netherlands Period: As soon as possible check the other vacancies too at our website when you follow the link We offer positions for Erasmusstudents (or similar scholarship) In one position, you are responsible for carrying out and assessing microbiological analyses according to schedule. Together with your colleagues, you are responsible for sample preparation, use of samples, evaluation of plates and determination of micro-organisms. You are part of an enthusiastic and dynamic team. In the other positions: The main task of our customer's botanical laboratory is the production of doubled haploids in different crops. This is done in a very efficient and highly productive way on wheat, rapeseed, barley and maize in addition to some smaller programs such as onions and Brassica species. This internship offers you the opportunity to gain experience in a ""high-throughput"" tissue culture laboratory where, in addition to the existing techniques for the production of doubled haploids, you can specialize in working and acquiring knowledge in a tissue culture laboratory with all the relevant work involved. (learning to work sterile, isolating microspores under sterile conditions, preparing various media for the cultivation of plants and embryos, acquiring knowledge of the effect of various plant hormones on the development of sprouting and rooting, sterilizing plant material, isolating embryos, cutting callus, growing plants in greenhouses and phytotrons, ... ) Furthermore, you can train yourself in working with binoculars, centrifuges and autoclaves. YOUR PROFILE: - Following a study on Bsc or MSc level in molecular or microbiology, food science, or similar; - EU citizenship - Available from as soon as possible for a duration of 6 months - English in word and writing; - Working in shifts and available during weekends once a month; WHAT TO EXPECT: - Fulltime position (40 hours a week) - Housing arranged - Flight Tickets arranged - Transport to work arranged - Gaining experience in a lab Interested? Contact us via following link https://scientiq.catsone.nl/careers/3104-Laboratorium/jobs/959726-Erasmu... or https://scientiq.catsone.nl/careers/3104-Laboratorium/jobs/954701-Intern... Important: We have chosen to only accept students with an European nationality,  due to the Dutch law.",0.13506223,0.14211206,0.13036077,0.11901364,0.13163719
Athletic Department Intern,The American School in Switzerland,Switzerland,10 months,"10 Jan, 2024","1 Mar, 2025",Education and/or Teacher Training,https://erasmusintern.org/traineeship/athletic-department-intern,47,"Athletics Support the Athletic Director (AD) and Associate Athletic Director (AAD) in daily administrative tasks. Support the AD and AAD in equipment and uniform management. Support the AD and AAD in running and directing home games, tournaments, and special events of the athletic program. Support the AD and AAD in developing Long-Term Athletic Development (LTAD) plans for new coaches/instructors and developing a TASIS athletic handbook. Support the AD and AAD in collaborating with the TPA (TASIS Parent Association) to strengthen the school spirit through the athletic program including pre-event promotional planning. Substitute and chaperone athletic trips and activities as needed. Chaperone Academic Travel trips during the intern’s tenure at TASIS (at least 1 per semester). Regularly shadow a Health & PE teacher to learn about teaching pedagogy and act as a substitute teacher when needed. Research various sports and athletic programs. Assist with the creation of resources for coaches. HS Residential Life Assist the Residential Life Office doing daily wake ups in dormitories. Personal and professional skills The intern who will be offered this intern position is expected to demonstrate: Commitment and integrity A sound interest in learning and understanding the philosophy and overall operations of the co-curricular program and the needs of students with regard to co-curricular activities English fluency (ability to communicate in Italian is a welcome bonus) Interpersonal skills and cultural sensitivity, able to clearly communicate both orally and in writing to a diverse group of cultures and in diverse settings Organizational skills Listening skills Proficiency in required technology (Word, Excel, Google Suite for Education and data entry to our database). Willingness to contribute to strengthen and develop the Athletic Program First Aid and CPR Certified Additional comments: In order to satisfy Swiss Law requirements surrounding internships, we will only be able to accept candidates who will be able to start the internship in their first year after graduation OR candidates for whom an internship is required by a training institute with a maximum duration regulated by the training institute. This internship can be completed as part of a pre-requirement to access a specific school, or in order to obtain the academic diploma. The Intern should also be available to perform any task relevant to the position assigned by the Supervisors and the School in line with the provisions of Swiss law. Please apply using the Faculty Employment Application form by February 28, 2025. ONLY APPLICATIONS RECEIVED ON THE TASIS WEBSITE WILL BE CONSIDERED",0.19718572,0.1052376,0.11802489,0.1059427,0.13159773
Asistente de Recepción y Operaciones en Prácticas / Reception & Operations Assistant (Internship Position),Oripando Hostel,"Granada, Spain",6 months,"27 Feb, 2025","15 Apr, 2025","Communication and Information Sciences, Languages and Philological Sciences, Social Sciences",https://erasmusintern.org/traineeship/asistente-de-recepci%C3%B3n-y-operaciones-en-pr%C3%A1cticas-reception-operations-assistant,2,"6 meses (adaptable según convenio con la universidad). Horario: Entre 25 y 35 horas semanales, con un plan de aprendizaje progresivo. Tareas y responsabilidades: Aprender y apoyar en el check-in/check-out de huéspedes. Asistir en la gestión de reservas y consultas por teléfono o correo electrónico. Informar a los huéspedes sobre servicios del hostel y actividades turísticas locales. Participar en la mejora de la experiencia del huésped. Mejorar su nivel de español a través del contacto diario con clientes y compañeros. Colaborar en pequeñas tareas de mantenimiento y limpieza ligera, siempre bajo supervisión de un miembro del equipo.  El becario contará con una formación inicial y tendrá autonomía progresiva, siempre dentro de un entorno supervisado y formativo. Beneficios: Formación en hospitalidad y atención al cliente. Ambiente internacional y dinámico. Alojamiento gratuito en el hostel (opcional) o ayuda económica para manutención. Oportunidad de mejorar el español a través de la práctica diaria. Certificado de prácticas al finalizar la estancia.  Requisitos: Ser estudiante universitario o de formación relacionada con turismo, gestión hotelera, administración o similares. Tener un nivel mínimo B2 de inglés y al menos español básico (A2). Actitud proactiva y ganas de aprender en un entorno multicultural.  Condiciones legales: Prácticas con convenio universitario (obligatorio). Supervisión garantizada con autonomía progresiva controlada. No supone una relación laboral ni sustituye a empleados. Would you like to gain experience in the tourism sector while improving your Spanish? We are looking for an enthusiastic student eager to learn and develop skills in hostel reception and operations. During the internship, the student will receive training in guest service, booking management, and hospitality, with gradual autonomy under our team’s supervision. Additionally, the intern may assist with light maintenance and cleaning tasks, always under the supervision of a staff member, to gain insight into hostel operations. This is a fantastic opportunity to be part of a multicultural environment, enhance hospitality skills, and practice Spanish in real-life situations. Duration: 6 months (adaptable according to the university agreement). Schedule: Between 25 and 35 hours per week, following a progressive learning plan. Tasks and Responsibilities: Learn and assist in guest check-in/check-out. Support booking management and respond to inquiries via phone and email. Provide guests with information about hostel services and local activities. Contribute to enhancing the guest experience. Improve Spanish through daily interactions with guests and colleagues. Assist with small maintenance and light cleaning tasks, always supervised by a staff member.  The intern will receive initial training and gain progressive autonomy, always within a structured and supervised learning environment. Benefits: Training in hospitality and guest services. International and dynamic work environment. Free accommodation at the hostel (optional) or financial support for meals. Opportunity to improve Spanish through real-world practice. Internship certificate upon completion.  Requirements: Must be a university student in tourism, hospitality management, business, or a related field. Minimum B2 level of English and at least basic Spanish (A2 level). Proactive attitude and eagerness to learn in a multicultural environment.  Legal Conditions: Internship must be covered by a university agreement (mandatory). Supervision provided with gradual controlled autonomy. This is not an employment contract and does not replace regular employees.",0.050430458,0.10402994,0.19410819,0.1740995,0.13066703
Intern at ILTEK (Advanced Technology Research and Application Center) -(Only Students with Erasmus+ Grant)(Short or Long Term),Selçuk University Erasmus+ Coordination Office,"Konya, Turkey",6 months,"1 Mar, 2023","4 May, 2025","Engineering and/or Technology, Natural Sciences",https://erasmusintern.org/traineeship/intern-iltek-advanced-technology-research-and-application-center-only-students-erasmus,62,https://www.selcuk.edu.tr/Birim/arastirma-ve-uygulama-merkezleri/ileri_teknoloji_arastirma_ve_uygulama_merkezi-aum/2069# Link for ERASMUS Coordination Office web page in English: https://www.selcuk.edu.tr/Birim/coordinatorships/erasmus/2117 Link for Internship announcements: https://erasmusintern.org/traineeships?search_api_views_fulltext=ILTEK&field_traineeship_full_location_field_traineeship_location_count=388 Compensation: No financial compensation,0.13788068,0.08489846,0.16438703,0.13483232,0.13049963
COOK ASSISTANT,SUNSHINE VILLAGE,"Chersonisos, Greece",3 months,"20 Apr, 2023","1 May, 2025","Art and Design, Business Studies and/or Management Science, Communication and Information Sciences",https://erasmusintern.org/traineeship/cook-assistant,60,COOK ASSISTANT FOR SHOW COOKING AND PREPARATION,0.13968414,0.091726914,0.144769,0.14580238,0.13049561
Assistant Cook / Tourism / Hotel / Kitchen / Chef,Istion Club & Spa,"Nea Potidaia, Greece",4 months,"23 Nov, 2023","1 Mar, 2025","Business Studies and/or Management Science, Communication and Information Sciences, Humanities",https://erasmusintern.org/traineeship/assistant-cook-tourism-hotel-kitchen-chef,49,"Ensuring the entire team follows the distributed menus and ensuring waitstaff knows about new offerings. Helping to train other staff and kitchen members in the preparation, cooking and safe handling of food. Ensuring all dishes are prepared and served to the highest professional standard. Create and maintain effective relationships with kitchen staff members to ensure prompt delivery of food items to the buffet table. Oversee the availability of condiments, ensuring that condiments stations are kept stocked at all times. Receiving shipments of products and ensuring the rotation of goods received. Storing all food and uyensils properly at the end of each day and the kitchen is clean before closing. Ascertain the cleanliness and sanitization of assigned areas, on a consistent basis. Completing daily temperature audits for fridge, freezers and storerooms and recording findings on audit sheets.",0.13621715,0.118513264,0.14279333,0.123160936,0.13017116
Accommodation Assistant,Camino Barcelona,"Barcelona, Spain",5 months,"3 Oct, 2024","28 Feb, 2025","Business Studies and/or Management Science, Humanities, Social Sciences",https://erasmusintern.org/traineeship/accommodation-assistant,30,"Preparar lista de entradas y de salidas de cada fin de semana. Crear y mantener una base de datos informatizada de alojamientos y estancias de estudiantes. Comunicar información precisa y actualizada a los estudiantes, huéspedes, familias de acogida tanto antes como después de la llegada de los estudiantes. Atender las peticiones de los estudiantes sobre el alojamiento. Responder a las consultas por correo electrónico. Prestar apoyo a los estudiantes cara a cara y tratar con sensibilidad cualquier problema relacionado con su alojamiento. Organizar el check-in de los nuevos estudiantes. Proporcionar apoyo administrativo.",0.08289932,0.040566653,0.20040914,0.19624408,0.1300298
Academic Department Assistant at an International University in Barcelona,TBS EDUCATION - BARCELONA CAMPUS,"BARCELONA, Spain",3 months,"20 Nov, 2024","31 Mar, 2025","Communication and Information Sciences, Languages and Philological Sciences, Law",https://erasmusintern.org/traineeship/academic-department-assistant-international-university-barcelona,26,"Fluency in English and French, with strong written and verbal communication skills in both languages. Technical Proficiency : Confident use of Microsoft Office 365 (Word, Excel, PowerPoint, Outlook). Education : Current studies or a completed qualification relevant to the position (e.g., Administration, Management, Humanities, or related fields). Personal Skills : Excellent organisational skills, attention to detail, ability to manage multiple tasks, and a collaborative attitude. Benefits A scholarship designed to support your academic and professional development. Practical experience in an international academic environment. Opportunities to enhance your skills in bilingual communication, digital tools, and academic support. A chance to work closely with faculty and professionals from diverse backgrounds. How to Apply To apply, please submit the following documents by 31/3/25: A cover letter explaining your interest in the position and how your skills meet the requirements. Your updated CV. Applications should be sent to [email protected] with the subject line: Academic Department Assistant Scholarship – [Your Name] . This is an exceptional opportunity to gain valuable experience and develop your skills in a supportive and inspiring academic setting. We look forward to receiving your application!",0.1087014,0.07558787,0.20151074,0.13419378,0.12999845
Multilingual staff room service maid  400 EUROS A MONTH,MAR ALVAREZ,"GRANADA ANDALUCIA, Spain",3 months,"16 Aug, 2023","19 May, 2025","Art and Design, Education and/or Teacher Training, Languages and Philological Sciences",https://erasmusintern.org/traineeship/multilingual-staff-room-service-maid-400-euros-month,54,"We need help in the room service, preferably with english and spanish.",0.13570629,0.047470458,0.1881516,0.1477698,0.12977454
"Social Work, Microfinance/Women empowerment (Entrepreneurship),  Media",Students Travel And Exposure Solidarity Africa,"Accra, Ghana",3 months,"26 Dec, 2023","3 Jun, 2025","Art and Design, Business Studies and/or Management Science, Communication and Information Sciences",https://erasmusintern.org/traineeship/social-work-microfinancewomen-empowerment-entrepreneurship-media,48,"This is our trusted tried and tessted  TRUSTED . STAESA Microfinance/Women And Development Internship module caused us to have lots of success stories and together with you this time we would be able do more to more women in Africa.  You can be part of this program to discover and uncover the tremendous business ideas of African women and help them in the development. There is nothing an African woman can not do when it comes to business. All that they need is a little push,  a little training, someone they can walk the road with from start to success. You have everything it takes to join us as an intern to make the big dream of an African woman come through. Our program has resulted in numerous success stories for African women. Join us to empower these women and make our communities a better place. With your support as an intern, we can provide the training and guidance they need to achieve their dreams. Our past Erasmus plus Interns are ever willing to tell you more about our program. contact us for more information. You can join us anytime during the year The program duration ranges from 1 month to 1 year. Media Internship Program :  Almost every conflicts have a cultural, religious, political or ethnic component. staesa's media intership program is grounded in the philosophy that media have a critical role to play in increasing public understanding of such conflicts and of issues that polarize our communities. This is a program where program participants practice and have real hands-on experience in journalism and improve upon their communication, photography, writing and editing skills. The program includes assisting in news paper publication, news writing, news editing, news broadcasting, radio talk show, interviewing, marketing and advertisement. You can join us anytime during the year. The program duration ranges from 1 month to 1 year. Social work Internship Internship Opportunity: Make a Difference in our Communities! Thank you for your interest in our internship program. As a social worker interested working in our communities, We're excited to share this opportunity with you and explore how you can make a meaningful impact. About Our Organization: Our organization is dedicated to providing support services to vulnerable populations, including children, families, and individuals in need. We strive to promote social justice, equality, and human well-being in our communities. Intern Role: As a social work intern, you'll have the opportunity to: Work directly with clients, providing emotional support, guidance, and referrals to community resources Assist with case management, including intake assessments, goal setting, and service planning Participate in community outreach and education initiatives, promoting awareness about social issues and available resources Collaborate with our team of social workers, healthcare professionals, and community partners Benefits: By joining our team, you'll: Gain hands-on experience in social work, enhancing your skills and knowledge Make a positive impact in the lives of individuals and families in need Develop valuable connections with professionals in the social work field Enhance your resume and career prospects Requirements: To work with us, you'll need: A strong passion for social work and community service Excellent communication and interpersonal skills Ability to work independently and as part of a team Availability to commit to a regular volunteer schedule (minimum 35 to 40 hours/week) Next Steps:* If you're interested in this internship opportunity, please email us at [email protected] or whatsapp us at +233 572744395. We'll schedule an interview to discuss your application and answer any questions you may have. Thank you for considering this opportunity to make a difference in our communities. Our past Erasmus plus Interns are ever willing to tell you more about our program. contact us for more information. You can join us anytime during the year. The program duration ranges from 1 month to 1 year.",0.14163227,0.1295076,0.10231678,0.1440907,0.12938684
